"PID","WEIGHT","cond","order_responses","val_1","val_2","val_3","val_4","val_5","top_value_num","top_value_char","response_cond1","response_cond2","response_cond3","order_dvs_first","order_dvs_second","order_dvs_third","order_dvs_fourth","order_dvs_fifth","antiest_1","antiest_2","antiest_3","antiest_4","ampride","trustgov","demsatis","radchange","vote_bin","vote_who","vote_whoelse","PartyID7","PartyID5","IDEO","RELIG","RELIG_OE","ATTEND","STARTDT","ENDDT","duration","SURV_MODE","SURV_LANG","Device","GENDER","AGE","AGE4","AGE7","RACETHNICITY","EDUC5","MARITAL","EMPLOY","INCOME","INCOME4","INCOME9","STATE","REGION4","REGION9","METRO","INTERNET","HOUSING","HOME_TYPE","PHONESERVICE","HHSIZE","HH01","HH25","HH612","HH1317","HH18OV","response","antiest_4R","distrust","antiest","discontent","exclude"
3906,0.39015779,"kept",0,"Freedom","Freedom of Speech","Freedom of Religon","Happiness","Love anybody",1,"Freedom","We are able to pursue the lives we want to live. We have the ability to work anywhere we want, love whom we want. We are able to be as wealthy as we can, or choose not to work. We are free to think and learn and believe in different things.",NA,NA,"demsatis","ampride","trustgov","radchange","antiest",7,4,3,2,1,3,4,3,"vote","harris",NA,2,1,2,13,NA,1,"11/20/2024 7:32","11/20/2024 8:08",36,2,1,"Desktop","female",59,3,5,"white/non-hisp","bachelors",1,1,"$50,000 to $59,999",2,6,"TX",3,7,1,1,1,"1",4,2,"0","0","0","0",2,"We are able to pursue the lives we want to live. We have the ability to work anywhere we want, love whom we want. We are able to be as wealthy as we can, or choose not to work. We are free to think and learn and believe in different things.",6,5,5,4.33333333333333,0
3911,0.14028524,"ctrl",0,"Democracy","Equality","Rule of Law","Individual Responsibility","Individual Rights",1,"Democracy",NA,NA,"Of the people, for the people, by the people. Equal voices. No one is above the law. Our vote matters","demsatis","antiest","ampride","radchange","trustgov",5,3,3,3,3,4,3,2,"vote","harris",NA,1,1,1,7,NA,9,"11/19/2024 15:07","11/19/2024 15:23",10,2,1,"Desktop","female",73,4,6,"white/non-hisp","some coll",1,1,"$25,000 to $29,999",1,3,"CA",4,9,1,1,1,"3",3,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Of the people, for the people, by the people. Equal voices. No one is above the law. Our vote matters",5,4,4,3.33333333333333,0
3912,0.32958104,"kept",1,"Freedom","Libety","Pursuit of happiness","Right to bear arms","Right to overthrow",4,"Right to bear arms","Allowing people to bare arms and not allowing our right to be revoke because that’s our way to fight back and our freedom",NA,NA,"ampride","radchange","demsatis","trustgov","antiest",7,7,7,1,5,1,1,7,"vote","trump",NA,6,5,2,1,NA,4,"11/19/2024 18:42","11/19/2024 18:46",5,2,1,"Smartphone","male",29,1,2,"black/non-hisp","some coll",5,1,"$60,000 to $74,999",3,6,"NY",1,2,1,1,2,"3",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Allowing people to bare arms and not allowing our right to be revoke because that’s our way to fight back and our freedom",7,7,7,7,0
3919,0.8371108,"ctrl",1,"Liberty","Equality","Personal Achievement","Hard work","Self-Government",1,"Liberty",NA,NA,"I think liberty includes the many freedom we have the opportunity to enjoy. This includes freedom of speech, religion, rights to bear arms, etc","ampride","radchange","trustgov","antiest","demsatis",5,5,6,5,4,4,6,5,"vote","trump",NA,5,4,4,3,NA,7,"11/19/2024 16:22","11/19/2024 16:27",5,2,1,"Desktop","female",27,1,2,"white/non-hisp","bachelors",1,2,"$30,000 to $34,999",2,4,"UT",4,8,1,1,2,"3",4,3,"#NULL!","1","#NULL!","#NULL!",2,"I think liberty includes the many freedom we have the opportunity to enjoy. This includes freedom of speech, religion, rights to bear arms, etc",3,4,4.75,4.58333333333333,0
3925,0.56840644,"brkn",1,"Freedom","Right to choose","Right to vote","Freedom of speech","Right to bare arm",1,"Freedom",NA,"Trying to control a women's choice, how can you tell a women what she can do with her body and in the event of rape or the possibility of her life , to force a Dr to not do work to save her because they can loose everything if he or she did , Why don't they go after the companies that hire illegals or business owners that hire illegals they do the jobs that most people don't want to do all the cry babies ??",NA,"radchange","demsatis","antiest","trustgov","ampride",1,6,5,5,5,2,2,6,"no vote",NA,NA,4,3,3,12,NA,1,"11/19/2024 17:59","11/19/2024 18:06",8,2,1,"Smartphone","male",55,3,5,"hisp","some coll",3,1,"$75,000 to $84,999",3,7,"MO",2,4,1,1,2,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Trying to control a women's choice, how can you tell a women what she can do with her body and in the event of rape or the possibility of her life , to force a Dr to not do work to save her because they can loose everything if he or she did , Why don't they go after the companies that hire illegals or business owners that hire illegals they do the jobs that most people don't want to do all the cry babies ??",3,6,3.75,5.25,0
3934,1.43311728,"brkn",0,"Freedom","Free speech","Sovereignty","Democracy","Hope",1,"Freedom",NA,"The government is big brother. They are listening and watching what the average Americans say and do.",NA,"demsatis","radchange","antiest","ampride","trustgov",7,7,7,1,5,1,1,7,"vote","trump",NA,5,4,3,11,NA,1,"11/19/2024 18:47","11/19/2024 18:57",10,2,1,"Desktop","female",69,4,6,"white/non-hisp","HS",1,5,"$50,000 to $59,999",2,6,"PA",1,2,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The government is big brother. They are listening and watching what the average Americans say and do.",7,7,7,7,0
3940,0.10038181,"ctrl",1,"liberty","equality","98","98","98",2,"equality",NA,NA,"Everyone should be treated the same and have the same advantages in life. It should not matter whether you are rich or poor .","trustgov","ampride","demsatis","antiest","radchange",4,4,4,4,NA,NA,4,4,"vote",NA,NA,4,3,NA,1,NA,8,"11/19/2024 19:48","11/19/2024 19:54",6,2,1,"Desktop","male",34,2,2,"black/non-hisp","some coll",5,1,"$35,000 to $39,999",2,4,"MS",3,6,0,1,1,"1",3,5,"0","0","0","0",5,"Everyone should be treated the same and have the same advantages in life. It should not matter whether you are rich or poor .",4,NA,4,4,0
3944,0.64905791,"kept",0,"Christian principles","Family values","Pride in your country","Helping your fellow man","Supporting yourself",1,"Christian principles","The first step was electing Donald Trump. A man who puts his country ahead of himself. And making Godly principles the bedrock of his vision.",NA,NA,"demsatis","ampride","antiest","radchange","trustgov",1,7,6,1,5,1,7,7,"vote","trump",NA,7,5,5,12,NA,8,"11/19/2024 19:19","11/19/2024 19:30",11,2,1,"Smartphone","female",40,2,3,"white/non-hisp","some coll",5,2,"$40,000 to $49,999",2,5,"TX",3,7,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The first step was electing Donald Trump. A man who puts his country ahead of himself. And making Godly principles the bedrock of his vision.",7,7,5.25,6.41666666666667,0
3948,1.54556621,"kept",1,"Individualism","Opportunity","Diversity","Freedom","Equality",2,"Opportunity","I think that the United States is considered to be the land of opportunity to people who were born and raised in the United States and to all the people who move to America from other countries.",NA,NA,"demsatis","radchange","ampride","antiest","trustgov",5,6,6,2,3,2,3,6,"vote","harris",NA,2,1,3,12,NA,1,"11/20/2024 19:38","11/20/2024 19:45",8,2,1,"Smartphone","female",41,2,3,"black/non-hisp","bachelors",1,4,"$50,000 to $59,999",2,6,"NJ",1,2,1,1,2,"3",4,6,"#NULL!","1","4","#NULL!",2,"I think that the United States is considered to be the land of opportunity to people who were born and raised in the United States and to all the people who move to America from other countries.",6,6,5.75,5.91666666666667,0
3955,0.17670332,"kept",0,"Free Speech","Liberty for all","freedom of press","freedom of religion","separation of church and state",5,"separation of church and state","I believe that the separation of church and state is on the verge of failure by local governments forcing public schools to include religion in it's curriculum",NA,NA,"antiest","demsatis","radchange","trustgov","ampride",5,7,7,1,2,2,7,7,"vote","harris",NA,2,1,3,5,NA,1,"11/19/2024 15:05","11/19/2024 15:13",9,2,1,"Desktop","male",57,3,5,"white/non-hisp","some coll",1,2,"$200,000 or more",4,9,"CA",4,9,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"I believe that the separation of church and state is on the verge of failure by local governments forcing public schools to include religion in it's curriculum",7,6,6.5,6.5,0
3958,1.62790687,"ctrl",1,"Faith","Being American","Our own supplies","Freedom","Being our own country",4,"Freedom",NA,NA,"Freedom to be able to live without worrying. To live to fight for our country. Freedom to be American","radchange","demsatis","ampride","trustgov","antiest",4,4,4,4,4,4,4,4,"vote","trump",NA,6,5,3,12,NA,1,"11/21/2024 14:05","11/21/2024 14:09",4,2,1,"Smartphone","female",33,2,2,"white/non-hisp","HS",1,1,"$50,000 to $59,999",2,6,"OH",2,3,1,1,2,"3",4,3,"1","#NULL!","#NULL!","#NULL!",2,"Freedom to be able to live without worrying. To live to fight for our country. Freedom to be American",4,4,4,4,0
3967,0.49174047,"kept",1,"Honor","Service","Truth","Respect","Freedom",5,"Freedom","We are an open country with a vision of living a better life. People want the freedom we have here to believe and be what we want.",NA,NA,"trustgov","radchange","ampride","demsatis","antiest",5,5,5,3,4,5,5,3,"vote","harris",NA,6,5,4,2,NA,4,"11/29/2024 21:34","11/29/2024 21:40",6,2,1,"Smartphone","female",47,3,4,"white/non-hisp","some coll",1,2,"$40,000 to $49,999",2,5,"LA",3,7,1,0,1,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"We are an open country with a vision of living a better life. People want the freedom we have here to believe and be what we want.",5,3,5,3.66666666666667,0
3970,0.23143581,"brkn",1,"Fair treatment","Liberty for ALL","Justice for all","Equal pay","Freedom of religion",2,"Liberty for ALL",NA,"Races are discriminated against, as are religions. Women are being told the government decides what they can and can't do with their bodies. LGBT, while given the right to marry in most states, they are discriminated against when it comes to housing, and the right to adopt.",NA,"ampride","trustgov","antiest","radchange","demsatis",6,7,6,2,3,2,2,6,"vote","harris",NA,4,3,3,12,NA,2,"11/19/2024 22:14","11/19/2024 22:34",21,2,1,"Smartphone","female",74,4,6,"white/non-hisp","some coll",2,5,"$40,000 to $49,999",2,5,"MD",3,5,1,1,1,"4",4,2,"0","0","0","0",2,"Races are discriminated against, as are religions. Women are being told the government decides what they can and can't do with their bodies. LGBT, while given the right to marry in most states, they are discriminated against when it comes to housing, and the right to adopt.",6,6,6.25,6.08333333333333,0
3976,0.08163498,"brkn",0,"Freedom","Opportunity","Loyalty","Equality","Safety",1,"Freedom",NA,"People are scared to express themselves freely and prefer to stay quiet. Or no longer want to say anything",NA,"demsatis","radchange","antiest","trustgov","ampride",4,5,5,4,4,4,2,4,"vote",NA,NA,4,3,NA,12,NA,5,"11/24/2024 12:24","11/24/2024 12:29",5,2,1,"Smartphone","female",36,2,3,"hisp","some coll",1,1,"$75,000 to $84,999",3,7,"IL",2,3,1,1,1,"1",4,4,"#NULL!","#NULL!","1","1",2,"People are scared to express themselves freely and prefer to stay quiet. Or no longer want to say anything",4,4,4.5,4.16666666666667,0
3977,0.81121711,"brkn",0,"Integrity","For the people","Honesty","Trustworthiness","Kindness",2,"For the people",NA,"The U.S. is not living up to this promise because it doesn’t seem to be for all the people. It is if you’re wealthy and support a particular political party.",NA,"trustgov","ampride","demsatis","radchange","antiest",6,6,4,2,4,3,6,5,"vote","harris",NA,3,2,3,12,NA,2,"11/21/2024 12:18","11/21/2024 12:28",10,2,1,"Desktop","male",62,4,5,"white/non-hisp","bachelors",1,1,"$125,000 to $149,999",4,8,"MN",2,4,0,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The U.S. is not living up to this promise because it doesn’t seem to be for all the people. It is if you’re wealthy and support a particular political party.",6,5,5.5,5.16666666666667,0
3981,0.7843446,"kept",1,"A place with Liberty for its people","Freedom from religious persecution","The right to earn a prosperous life","Upholding and being a beacon for democracy","The opportunity to pursue one’s own happiness",4,"Upholding and being a beacon for democracy","Despite its flaws, the US continues to be a global example of democratic process through free and fair elections, checks and balances among branches, the right to peaceful protest, and freedom of the press.",NA,NA,"demsatis","ampride","radchange","trustgov","antiest",5,6,5,2,3,3,4,5,"no vote",NA,NA,3,2,2,12,NA,1,"11/21/2024 1:16","11/21/2024 1:21",6,2,1,"Smartphone","female",34,2,2,"hisp","some coll",5,4,"$40,000 to $49,999",2,5,"MA",1,1,1,0,3,"3",4,1,"#NULL!","#NULL!","#NULL!","#NULL!",1,"Despite its flaws, the US continues to be a global example of democratic process through free and fair elections, checks and balances among branches, the right to peaceful protest, and freedom of the press.",6,5,5.5,5.16666666666667,0
3995,5.21177591,"ctrl",0,"Freedom","Fairness","Equality","Speech","Honor",1,"Freedom",NA,NA,"The right to choose how to live and work and the right to freedom of speech. The right to a fair and honest trial by a jury of our peers.","demsatis","antiest","ampride","trustgov","radchange",6,7,7,2,4,2,3,6,"vote","trump",NA,7,5,5,10,NA,1,"11/25/2024 13:28","11/25/2024 13:32",5,2,1,"Smartphone","male",29,1,2,"white/non-hisp","HS",5,2,"$85,000 to $99,999",3,7,"WA",4,9,1,1,1,"1",2,6,"#NULL!","#NULL!","#NULL!","#NULL!",7,"The right to choose how to live and work and the right to freedom of speech. The right to a fair and honest trial by a jury of our peers.",6,6,6.5,6.16666666666667,0
3999,2.065245,"brkn",0,"Freedom","Prosperity","Safety","Right to different religions","Strength",1,"Freedom",NA,"Things like socal media are changing the political atmosphere to be more black and white. By black and white I mean that each side is very aggressive and narrow minded. Like, it feels dangerous to speak my mind and have an honest opinion because everyone is so ""passionate"" about what they think.",NA,"demsatis","antiest","trustgov","radchange","ampride",3,5,5,3,3,4,6,3,"no vote",NA,NA,4,3,3,10,NA,2,"11/21/2024 18:45","11/21/2024 19:00",16,2,1,"Smartphone","male",20,1,1,"white/non-hisp","HS",5,1,"$60,000 to $74,999",3,6,"NC",3,5,1,1,1,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Things like socal media are changing the political atmosphere to be more black and white. By black and white I mean that each side is very aggressive and narrow minded. Like, it feels dangerous to speak my mind and have an honest opinion because everyone is so ""passionate"" about what they think.",5,4,4.5,3.83333333333333,0
4002,0.28216802,"ctrl",1,"Life","Joy","Happiness","Purpose","God",3,"Happiness",NA,NA,"Happiness is word of mean of joy and peace it’s at word when joyful and happy cause it bring people together with smile and laughter","ampride","trustgov","demsatis","radchange","antiest",6,6,6,5,3,6,4,6,"no vote",NA,NA,5,4,3,11,NA,4,"11/24/2024 16:55","11/24/2024 17:01",6,2,1,"Smartphone","male",40,2,3,"hisp","less HS",1,1,"$15,000 to $19,999",1,2,"VA",3,5,1,0,2,"2",4,5,"#NULL!","1","2","#NULL!",2,"Happiness is word of mean of joy and peace it’s at word when joyful and happy cause it bring people together with smile and laughter",3,2,5.25,4.41666666666667,0
4003,2.0727424,"brkn",1,"Freedom","Independence","Solidarity","Loyalty","Equality",1,"Freedom",NA,"I believe the US is living up to its promise of freedom. I’m happy with the way the US is run and the freedom it provides me",NA,"trustgov","radchange","antiest","ampride","demsatis",4,4,4,4,5,6,7,4,"vote","trump",NA,2,1,3,11,NA,1,"11/20/2024 19:48","11/20/2024 19:54",5,2,1,"Smartphone","male",18,1,1,"hisp","less HS",5,1,"$20,000 to $24,999",1,3,"NY",1,2,1,1,2,"3",4,6,"#NULL!","#NULL!","1","#NULL!",6,"I believe the US is living up to its promise of freedom. I’m happy with the way the US is run and the freedom it provides me",4,2,4,3.33333333333333,0
4018,0.59621173,"brkn",1,"Freedom","Work","Moral","Consitant dependable","Law abiding",5,"Law abiding",NA,"Jan62021shootings frivolessuits I am the only thing that matters lying bullying at all levels of society.",NA,"demsatis","radchange","ampride","antiest","trustgov",4,6,2,4,4,4,2,2,"vote","harris",NA,4,3,3,11,NA,2,"11/22/2024 20:42","11/22/2024 21:01",19,2,1,"Tablet","male",82,4,7,"white/non-hisp","masters",1,5,"$200,000 or more",4,9,"KS",2,4,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Jan62021shootings frivolessuits I am the only thing that matters lying bullying at all levels of society.",4,4,4,3.33333333333333,0
4019,0.54690193,"kept",1,"the rich","rich getting richer","advancement of whites","non white suppression","fame",2,"rich getting richer","racism more acceptable, women rights being stripped, no voice for the people without fame/money, crime ok depending on whom is doing the crime",NA,NA,"demsatis","trustgov","ampride","radchange","antiest",7,7,7,6,3,1,2,7,"vote","harris",NA,2,1,3,1,NA,5,"11/24/2024 11:45","11/24/2024 11:52",7,2,1,"Desktop","female",59,3,5,"black/non-hisp","some coll",2,1,"$50,000 to $59,999",2,6,"SC",3,5,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"racism more acceptable, women rights being stripped, no voice for the people without fame/money, crime ok depending on whom is doing the crime",2,7,5.75,6.58333333333333,0
4025,0.26995858,"ctrl",1,"freedom of speech","freedom of religion","right to bear arms","Democratic Government","Right to speedy trial",1,"freedom of speech",NA,NA,"You have the right to speak your opinion as long as you do not try to overturn the governbment or commit a crime or injure anyone in the process","ampride","radchange","demsatis","trustgov","antiest",5,4,4,5,5,4,3,5,"vote","harris",NA,1,1,3,1,NA,6,"11/26/2024 13:59","11/26/2024 14:40",34,2,1,"Desktop","female",83,4,7,"white/non-hisp","some coll",1,5,"$85,000 to $99,999",3,7,"MD",3,5,1,1,1,"3",2,2,"0","0","0","0",2,"You have the right to speak your opinion as long as you do not try to overturn the governbment or commit a crime or injure anyone in the process",3,4,4,4.33333333333333,0
4036,1.248502,"brkn",0,"freedom of speech","freedom to bear arms","freedom of assembly","Right to jury of one's peers","Freedom from uneasonbable search and seizure",1,"freedom of speech",NA,"This freedom is being increasingly encroached upon by political elites and the media, who wish to suppress the free exchange of ideas for conformity and adherence to dogma.  The rise of false ""disinformation"" is merely a buzzword for doing away with speech not following the ""approved"" narrative.  This has led to persecution of those who will not conform, the imposition of radical policies in place of consensus, and great poltical divisions between citizens.",NA,"radchange","trustgov","ampride","antiest","demsatis",2,6,5,3,5,2,5,1,"vote","trump",NA,7,5,5,1,NA,9,"11/19/2024 21:22","11/19/2024 21:45",23,2,1,"Desktop","male",56,3,5,"white/non-hisp","bachelors",1,1,"$200,000 or more",4,9,"VA",3,5,1,1,1,"1",3,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"This freedom is being increasingly encroached upon by political elites and the media, who wish to suppress the free exchange of ideas for conformity and adherence to dogma.  The rise of false ""disinformation"" is merely a buzzword for doing away with speech not following the ""approved"" narrative.  This has led to persecution of those who will not conform, the imposition of radical policies in place of consensus, and great poltical divisions between citizens.",5,6,4.5,3.83333333333333,0
4039,0.4844241,"ctrl",1,"Freedom of speech","Freedom of religion","Freedom of the press","All people are considered equal","The right to bare arms",4,"All people are considered equal",NA,NA,"All people matter equally under the law. No one is better or has more rights than another human being regardless of race, religion or sexual orientation.","antiest","ampride","trustgov","demsatis","radchange",2,4,4,4,5,4,1,1,NA,NA,NA,6,5,4,2,NA,2,"11/19/2024 20:23","11/19/2024 20:28",5,2,1,"Smartphone","male",51,3,4,"white/non-hisp","some coll",4,6,"$35,000 to $39,999",2,4,"NY",1,2,1,1,2,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"All people matter equally under the law. No one is better or has more rights than another human being regardless of race, religion or sexual orientation.",4,4,3.5,2.83333333333333,0
4059,0.66604613,"ctrl",1,"Religious freedom","Freedom of speech","Freedom from tyranny","Certain privacies","Basic fairness",3,"Freedom from tyranny",NA,NA,"Overall freedom, so nobody telling you what you have to do or what you can't do, within reason. Basically, not having government dictate how you live and work.","ampride","trustgov","radchange","antiest","demsatis",7,6,2,4,2,4,3,5,"vote","harris",NA,2,1,2,9,NA,1,"11/19/2024 17:10","11/19/2024 17:17",4,2,1,"Desktop","male",49,3,4,"hisp","some coll",3,2,"$100,000 to $124,999",4,8,"CO",4,8,1,1,1,"1",3,4,"#NULL!","#NULL!","#NULL!","#NULL!",4,"Overall freedom, so nobody telling you what you have to do or what you can't do, within reason. Basically, not having government dictate how you live and work.",4,4,4.75,4.58333333333333,0
4075,0.76569776,"kept",0,"Freedom of speech","Equal justice","Equal rights","Right to representation","Government serves people",4,"Right to representation","Efforts to protect the right to vote are critical to providing equal representation. Restrictions on a citizen’s access to voting undermines democracy   i",NA,NA,"antiest","demsatis","trustgov","radchange","ampride",6,2,1,6,3,4,2,2,"vote","harris",NA,1,1,3,12,NA,7,"11/19/2024 22:29","11/19/2024 23:00",31,2,1,"Smartphone","male",71,4,6,"white/non-hisp","masters",1,5,"$60,000 to $74,999",3,6,"MN",2,4,1,1,1,"1",4,2,"0","0","0","0",2,"Efforts to protect the right to vote are critical to providing equal representation. Restrictions on a citizen’s access to voting undermines democracy   i",2,4,2.75,2.91666666666667,0
4076,0.84817912,"kept",0,"Freedom of religion","Freedom of speech","Democratic process","Family","Industry",3,"Democratic process","We have elections in which citizens have a voice regarding policies, laws and representatives which concern us.",NA,NA,"ampride","trustgov","radchange","demsatis","antiest",5,3,5,3,5,4,7,5,"vote","other","Kennedy",2,1,3,1,NA,9,"11/19/2024 22:34","11/19/2024 22:41",7,2,1,"Smartphone","female",51,3,4,"black/non-hisp","some coll",1,1,"$85,000 to $99,999",3,7,"CA",4,9,1,1,2,"1",4,3,"#NULL!","#NULL!","#NULL!","#NULL!",3,"We have elections in which citizens have a voice regarding policies, laws and representatives which concern us.",5,4,4.5,4.5,0
4079,2.3250073,"kept",0,"Pursuit of happiness","Freedom of religion","Freedom of press","Land of opportunity","Freedom of speech",1,"Pursuit of happiness","You can do almost anything in your life without much restriction. Most things you can do as long as you don’t hurt someone or is illegal",NA,NA,"ampride","antiest","demsatis","trustgov","radchange",5,4,2,5,1,2,3,4,"vote","harris",NA,2,1,3,11,NA,1,"11/19/2024 22:58","11/19/2024 23:04",7,2,1,"Smartphone","female",69,4,6,"asian/non-hisp","masters",1,1,"$85,000 to $99,999",3,7,"CA",4,9,1,1,1,"1",4,2,"0","0","0","0",2,"You can do almost anything in your life without much restriction. Most things you can do as long as you don’t hurt someone or is illegal",3,6,3.5,4.5,0
4080,1.27540417,"kept",0,"Peace","Intrigaty","B kind","B understanding","Morals",5,"Morals","They r not living up to morals for there own country but some other countries seem more , foreign countries seem more important than our own people and country",NA,NA,"trustgov","radchange","demsatis","ampride","antiest",4,5,5,3,5,2,4,6,NA,NA,NA,5,4,4,11,NA,1,"11/19/2024 18:18","11/19/2024 18:25",8,2,1,"Smartphone","female",70,4,6,"white/non-hisp","HS",1,5,"$75,000 to $84,999",3,7,"OH",2,3,1,1,1,"1",2,5,"#NULL!","#NULL!","#NULL!","1",4,"They r not living up to morals for there own country but some other countries seem more , foreign countries seem more important than our own people and country",5,6,4.75,5.58333333333333,0
4084,0.38903758,"brkn",0,"Racism","Sexism","Transphobic","Overpriced","Corrupt",5,"Corrupt",NA,"Oh no it’s totally living up to its corruptness. We have a felon as president who is appointing talk show hosts as cabinet members.",NA,"demsatis","ampride","antiest","trustgov","radchange",7,7,7,1,2,2,1,7,"vote","harris",NA,2,1,3,11,NA,1,"11/19/2024 21:17","11/19/2024 21:19",3,2,1,"Smartphone","female",31,2,2,"white/non-hisp","bachelors",1,1,"$125,000 to $149,999",4,8,"OH",2,3,1,1,1,"1",4,4,"#NULL!","1","#NULL!","#NULL!",2,"Oh no it’s totally living up to its corruptness. We have a felon as president who is appointing talk show hosts as cabinet members.",7,6,7,6.66666666666667,0
4092,0.31520797,"kept",1,"Independence","Freedom of ideas","Capitalism","Strength","Advancement",1,"Independence","Since the founding the idea of independence from foreign rulers influence of other nations to the democratic ideas of this nation.",NA,NA,"trustgov","radchange","ampride","demsatis","antiest",5,5,5,2,3,3,4,7,"vote","harris",NA,1,1,2,12,NA,4,"11/21/2024 21:45","11/21/2024 21:54",9,2,1,"Desktop","female",61,4,5,"black/non-hisp","bachelors",3,1,"$40,000 to $49,999",2,5,"DE",3,5,1,1,1,"1",1,1,"0","0","0","0",1,"Since the founding the idea of independence from foreign rulers influence of other nations to the democratic ideas of this nation.",6,5,5.25,5.75,0
4099,2.43905976,"ctrl",1,"Freedom","equality","individualism","innovation","independence",1,"Freedom",NA,NA,"The right to act, speak, and think as one wants without hindrance or restraint. Free to be who you are without fear of retaliation. The ability to have a small business without fear that the government can shut you down. The ability to freely conduct your business!","trustgov","demsatis","antiest","radchange","ampride",3,6,4,4,2,2,1,4,"vote",NA,NA,2,1,2,1,NA,6,"11/19/2024 15:05","11/19/2024 15:24",18,2,1,"Desktop","female",53,3,4,"white/non-hisp","masters",1,1,"$40,000 to $49,999",2,5,"CA",4,9,1,1,1,"1",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The right to act, speak, and think as one wants without hindrance or restraint. Free to be who you are without fear of retaliation. The ability to have a small business without fear that the government can shut you down. The ability to freely conduct your business!",4,6,4.25,4.75,0
4102,1.01218544,"ctrl",0,"Freedom","Independence","Individualism","Equality","Democracy",5,"Democracy",NA,NA,"Democracy allows the people to make the laws. We have the ability to elect our leaders. We also have the ability to do something about the leadership if they are not up to par.","demsatis","radchange","antiest","trustgov","ampride",5,7,6,4,3,2,4,5,"no vote",NA,NA,4,3,3,7,NA,3,"11/19/2024 20:36","11/19/2024 20:39",4,2,1,"Desktop","female",27,1,2,"asian/non-hisp","bachelors",5,1,"$35,000 to $39,999",2,4,"TX",3,7,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","#NULL!",3,"Democracy allows the people to make the laws. We have the ability to elect our leaders. We also have the ability to do something about the leadership if they are not up to par.",4,6,5.5,5.5,0
4107,0.37157424,"brkn",1,"Freedom of speech","Right to assemble","Right to protect oneself","Right to ownership","Right to vote (citizens)",1,"Freedom of speech",NA,"The government (federal and state) and those who finance the government are trying to dictate how people can talk by deciding what is ""OK"" to say and what is not ""OK"" to say. Those who disagree or question things are being censored because someone deems it ""misinformation."" Even if information is untrue, lying should not be a crime unless you are doing it under oath. Allowing the people to make their own decision and do their own research regarding information is a way to give power to the people, and making those decisions for them takes that power away.",NA,"demsatis","radchange","ampride","antiest","trustgov",6,5,4,3,3,2,2,6,"vote","trump",NA,3,2,3,11,NA,1,"11/22/2024 15:37","11/22/2024 15:44",7,2,1,"Desktop","female",30,2,2,"white/non-hisp","some coll",5,1,"$85,000 to $99,999",3,7,"WA",4,9,1,1,1,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"The government (federal and state) and those who finance the government are trying to dictate how people can talk by deciding what is ""OK"" to say and what is not ""OK"" to say. Those who disagree or question things are being censored because someone deems it ""misinformation."" Even if information is untrue, lying should not be a crime unless you are doing it under oath. Allowing the people to make their own decision and do their own research regarding information is a way to give power to the people, and making those decisions for them takes that power away.",5,6,5,5.66666666666667,0
4112,0.75302929,"ctrl",1,"equality","freedom of expression","opportunity","independence","community",1,"equality",NA,NA,"As a legal concept, equality is demonstrated through a lack of differential treatment on the basis of sex, race, ethnicity, religion, ability, or other protected classes.","demsatis","antiest","trustgov","radchange","ampride",6,4,1,4,1,4,5,2,"vote","harris",NA,1,1,1,9,NA,1,"11/20/2024 21:18","11/20/2024 21:25",7,2,1,"Desktop","female",51,3,4,"white/non-hisp","masters",1,1,"$200,000 or more",4,9,"MD",3,5,1,1,1,"1",4,4,"#NULL!","#NULL!","#NULL!","1",3,"As a legal concept, equality is demonstrated through a lack of differential treatment on the basis of sex, race, ethnicity, religion, ability, or other protected classes.",4,4,3.75,3.25,0
4114,1.53708913,"brkn",0,"Freedom of religion","Pursuit of happiness","Government of the people","Honesty","Care for others",3,"Government of the people",NA,"Only rich people can run for office.  Media is distorting the truth.  Other countries hacking our elections",NA,"ampride","antiest","radchange","demsatis","trustgov",2,2,2,5,3,5,5,2,"vote","harris",NA,1,1,1,11,NA,1,"11/19/2024 18:28","11/19/2024 18:34",6,2,1,"Desktop","female",73,4,6,"white/non-hisp","some coll",1,5,"$85,000 to $99,999",3,7,"MN",2,4,0,1,1,"3",4,2,"#NULL!","#NULL!","#NULL!","#NULL!",2,"Only rich people can run for office.  Media is distorting the truth.  Other countries hacking our elections",3,3,2.25,2.41666666666667,0
